R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R2025-57_Insecta_Diptera_Anthomyiidae_Delia_NA_BOLD_ACI3960_BLAST-CLOSE-MATCH;size=2	87.5
R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R1926-3_Insecta_Diptera_Tabanidae_Chrysops_NA_BOLD_AAP7670_BLAST-EXACT-MATCH;size=2399	86.2
R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R1899-29_Insecta_Diptera_Empididae_Rhamphomyia_NA_BOLD_ABY3106_BLAST-CLOSE-MATCH;size=20	86.2
R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R4145-4_Insecta_Diptera_Anthomyiidae_Pegomya_NA_BOLD_AAG1783_BLAST-CLOSE-MATCH;size=606	85.9
R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R1825-3_Insecta_Diptera_Rhagionidae_Symphoromyia_NA_BOLD_AAP6398_BLAST-EXACT-MATCH;size=88	85.3
R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R1649-3_Insecta_Diptera_Tabanidae_Chrysops_NA_BOLD_AAG4564_BLAST-CLOSE-MATCH;size=2047	84.9
R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R1868-61_Insecta_Diptera_Rhagionidae_Symphoromyia_NA_BOLD_AAP9925_BLAST-CLOSE-MATCH;size=222	84.9
R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R2371-97_Insecta_Diptera_Chironomidae_Orthocladius_NA_BOLD_ACF6547_BLAST-CLOSE-MATCH;size=11	84.9
R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R6340_Insecta_Diptera_Hybotidae_Drapetis_NA_BOLD_ACS0395_BLAST-CLOSE-MATCH;size=8	84.9
R1127-68_Insecta_Diptera_Simuliidae_Prosimulium_NA_BOLD_AAA1296_BLAST-EXACT-MATCH;size=77	R1419-29_Insecta_Diptera_Scathophagidae_Scathophaga_NA_BOLD_AAD0853_BLAST-EXACT-MATCH;size=624	84.6
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R202-313_Insecta_Lepidoptera_Geometridae_Epirrhoe_alternata_BOLD_ACE3825_BLAST-EXACT-MATCH;size=66	91.3
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R58-67_Insecta_Lepidoptera_Geometridae_Eulithis_propulsata_BOLD_AAA7654_BLAST-EXACT-MATCH;size=280	90.4
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R1-67_Insecta_Lepidoptera_Geometridae_Zenophleps_NA_BOLD_AAB2735_BLAST-EXACT-MATCH;size=115	89.7
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R1-228_Insecta_Lepidoptera_Erebidae_Lygephila_victoria_BOLD_AAB4508_BLAST-EXACT-MATCH;size=93	89.7
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R867-65_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=334	89.1
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R1406-121_Insecta_Lepidoptera_Geometridae_Xanthorhoe_defensaria_BOLD_AAA5319_BLAST-EXACT-MATCH;size=3	89.1
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R5217-7_Insecta_Lepidoptera_Geometridae_Euphyia_multiferata_BOLD_AAB2693_BLAST-EXACT-MATCH;size=27	89.1
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R2103-60_Insecta_Lepidoptera_Geometridae_Dysstroma_hewlettaria_BOLD_AAC1187_BLAST-EXACT-MATCH;size=552	89.1
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R3980_Insecta_Lepidoptera_Geometridae_Enypia_NA_BOLD_AAA6739_BLAST-EXACT-MATCH;size=514	88.8
R3532-11_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1671	R1668-22_Insecta_Lepidoptera_Geometridae_Xanthorhoe_NA_BOLD_AAB5060_BLAST-EXACT-MATCH;size=66	88.8
