"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","loglike_sjSDM","loss","AUC.train","AUC.test","ll.train","ll.test","nagel.train","nagel.test","plr.train","plr.test","tjur.train","tjur.test","cor.train","cor.test","auc.lt5.train","auc.lt5.test","k"
1,0.4,0.2,0.5,0.25,0.002,1,0.1,"relu",0.1,0.1,3735.19653320312,59.718,0.91185985995578,0.654225763375471,-16.8252681943037,-8.81680711417745,0.502667579701369,-0.664844615720662,6.13964596208994,2.5470428899329,0.321005141459581,0.0835078918268877,0.608042278261521,0.197701529922651,0,46,1
2,0.6,0.6,0.5,0,0.002,2,0.2,"relu",0.2,0,4594.78515625,76.745,0.850437485982141,0.63881665219523,-20.6973435543863,-7.56311790903865,0.343741634155053,-0.192441725792214,3.40637117652483,1.63202173365852,0.182165335525753,0.0593627540696814,0.468341078783536,0.174501191932511,0,53,1
3,0.8,0.2,0.5,0,0.001,2,0.2,"relu",0.7,0.6,5087.60546875,79.884,0.795865179505083,0.625284247045363,-22.9171500268317,-7.25139799199934,0.247041043033536,-0.0672412809547415,2.42829903473775,1.39217543273191,0.123162187487888,0.0382618056496482,0.379868660282318,0.142990984680498,2,48,1
4,0.4,0.4,0.25,0.5,0.002,2,0.2,"relu",0.6,1,4295.798828125,71.78,0.851584325279859,0.647699905414304,-20.7041884001675,-7.43758673901451,0.343356732612192,-0.187757909996389,3.19311811903957,1.68210084429956,0.186303759485629,0.0657947106571929,0.468335897646616,0.175199721214999,0,48,1
5,0,1,0.25,0,0.001,2,0.1,"relu",0.4,0.9,4474.36474609375,69.908,0.856792492936255,0.654763245225465,-20.1684794273939,-7.5922890667945,0.363268406401398,-0.212889254337882,3.53147498036651,1.7389975313302,0.200766339905635,0.0701662110454525,0.484197481101354,0.186296844986944,0,43,1
6,0.8,0.2,0,0,0.001,2,0.2,"relu",1,0.4,4691.1357421875,72.822,0.838988539898742,0.62939867694584,-21.1312662847438,-7.6336796052973,0.328403062132027,-0.169528966511759,3.38123792419711,1.67808027839193,0.182682075053795,0.0532354345749239,0.463427497376474,0.149343143582732,0,53,1
7,0.2,0,1,0.75,0.002,2,0.1,"relu",0.2,0.1,4348.359375,69.955,0.867454254341657,0.627659222267375,-19.5870522697848,-8.05680752308603,0.390870565120071,-0.402944320316961,4.14008975729485,1.53246733961895,0.229481874001589,0.0612831734139758,0.509811398608705,0.15017945677168,0,57,1
8,0.6,0.6,0,0.5,0.002,2,0.2,"relu",0.1,0.7,4283.62109375,69.305,0.872803769132432,0.617494580875944,-19.5301469247594,-8.29781632089297,0.396952248650853,-0.414264573617247,4.38830264199738,1.6129313166902,0.236253550145484,0.054660745984037,0.52511684237969,0.122693173991961,0,49,1
9,1,0.4,0,1,0.002,1,0.2,"relu",0.7,0.8,3759.55322265625,65.003,0.912875913492397,0.642607726154592,-16.9352058506533,-8.7312981345456,0.498963735358165,-0.61205645340572,6.34556600887542,1.81856492298228,0.307730773633515,0.072882860975145,0.615842166539752,0.150465132607633,0,52,1
10,0.8,0.4,1,0,0.002,1,0.1,"relu",0.5,0.4,3752.35791015625,63.246,0.909362525632818,0.650013382696835,-16.902493246659,-8.86744880052876,0.497982918565922,-0.784886597790275,6.27935012755517,1.97480642219726,0.314278400373899,0.0783847256299967,0.602465956735368,0.174536691490201,0,45,1
11,1,0.8,0.25,0,0.002,2,0.2,"relu",1,0.9,4528.0185546875,75.157,0.853200079466558,0.674481010977718,-20.3966730782319,-7.27281839995332,0.355483366342929,-0.110218552773771,3.73213623672509,1.87071593472946,0.196438994025584,0.0698230038480736,0.479370578220632,0.193672261952941,0,45,1
12,0,0.2,0.5,0,0.002,2,0.1,"relu",0.2,0.1,3891.49291992188,61.852,0.905099974300913,0.662061514432033,-17.5294708620575,-8.33674378135241,0.475457042389779,-0.489924689123969,5.47017949375652,1.96297678495702,0.289642243285666,0.0826533122201534,0.589793631127672,0.177887950762542,0,42,1
13,1,0.4,0,0.5,0.001,2,0.2,"relu",0.1,0.3,4633.8544921875,73.033,0.847251576621256,0.635870493756956,-20.8733554903932,-7.64304180435715,0.340654017229656,-0.175399113577742,3.36860444114599,1.68447944278278,0.19457367427442,0.0584691833129915,0.480349398969312,0.15909963608257,0,50,1
14,0.6,0,1,0.25,0.001,1,0.1,"relu",0,0.1,3961.19458007812,49.676,0.83042490502831,0.590660651741435,-21.4875050790642,-7.7030095197591,0.315696191500796,-0.196450283981519,3.24687691185619,1.32998699958789,0.165316856601545,0.0343779734226816,0.450292297374529,0.114099483105829,0,67,1
15,0,1,0.5,0.5,0.002,2,0.1,"relu",1,0.8,4030.66162109375,64.725,0.893253904029386,0.652358357289099,-18.1562385769816,-8.59378075178643,0.449613846029789,-0.564132861785735,4.96506832940617,2.0419027966997,0.265747085538852,0.0721804767527456,0.562316424184465,0.16494927066275,0,43,1
