"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","lr","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","loglike_sjSDM","loss","AUC.train","AUC.test","ll.train","ll.test","nagel.train","nagel.test","plr.train","plr.test","tjur.train","tjur.test","cor.train","cor.test","auc.lt5.train","auc.lt5.test","k"
1,0.4,0.2,0.5,0.25,0.002,1,0.1,"relu",0.1,0.1,3938.6796875,64.096,0.888886887444478,0.684928419159188,-17.7419582317121,-7.61099826965623,0.44314867070744,-0.444672762264899,5.00429011039432,2.37575496471312,0.266775449539624,0.107181512237181,0.554875484173971,0.234398396876518,0,35,1
2,0.6,0.6,0.5,0,0.002,2,0.2,"relu",0.2,0,4343.884765625,75.645,0.863213397130996,0.682003559118944,-19.5671081946163,-7.0212238059542,0.361269864682063,-0.172982414312853,3.52600808152189,2.36836022022068,0.189204614165943,0.0990403734785397,0.48837718790477,0.245473414411649,0,35,1
3,0.8,0.2,0.5,0,0.001,2,0.2,"relu",0.7,0.6,4955.99853515625,78.808,0.793014525251663,0.645231961770423,-22.3243747949067,-6.79667883146034,0.237060314164306,-0.0529456378576941,2.28600245537937,1.71546239071703,0.114160346475404,0.0584332777827499,0.3684770567803,0.189577440096223,0,50,1
4,0.4,0.4,0.25,0.5,0.002,2,0.2,"relu",0.6,1,4030.89501953125,68.963,0.864497503044971,0.680150063611602,-19.3493482677686,-6.95125247562991,0.370157900479407,-0.205193331469744,3.75731643169487,2.14339365421318,0.198940085336929,0.0966963257978461,0.492608988379428,0.236270934963892,0,33,1
5,0,1,0.25,0,0.001,2,0.1,"relu",0.4,0.9,4467.07275390625,69.273,0.844791704006441,0.662131721554798,-20.1296604313442,-7.02000344092284,0.335036120335803,-0.241879103523223,3.54210270826964,2.02545284638741,0.180345315159221,0.0861350881423893,0.46033912486595,0.22721755299599,1,38,1
6,0.8,0.2,0,0,0.001,2,0.2,"relu",1,0.4,4540.9873046875,81.538,0.841425052160717,0.650263226801688,-20.4553126972675,-7.11352111801365,0.323643562618144,-0.166668568073895,3.09246326303811,1.80233970969924,0.184759544117098,0.0743690259999518,0.456491364817994,0.181805934403461,0,41,1
7,0.2,0,1,0.75,0.002,2,0.1,"relu",0.2,0.1,3838.56005859375,64.914,0.899035311377322,0.662656389194851,-17.2908087719732,-7.52259651248283,0.460102716648445,-0.42185435525901,5.2648661536164,2.66269484916356,0.270424468253468,0.103486653812684,0.571599416113184,0.215794217871027,0,42,1
8,0.6,0.6,0,0.5,0.002,2,0.2,"relu",0.1,0.7,3993.697265625,68.796,0.888556155922008,0.651368325406787,-18.1528430840778,-7.57801186160514,0.427848482411695,-0.361597718103477,4.79221512227833,2.47072029300995,0.251578443303292,0.0967724141203768,0.554990859986837,0.189615601865163,0,42,1
9,1,0.4,0,1,0.002,1,0.2,"relu",0.7,0.8,3641.671875,68.259,0.915060719725602,0.670169278726971,-16.40377914462,-8.17236496017681,0.499295726323294,-0.700020045102094,6.53658157041018,3.65986222380842,0.30641098431807,0.108529998919033,0.618557816204611,0.211608238056081,0,40,1
10,0.8,0.4,1,0,0.002,1,0.1,"relu",0.5,0.4,3652.35888671875,64.625,0.910047159050369,0.670280784030784,-16.4520362214105,-8.0520189812178,0.495502392393318,-0.545756938792927,6.32338467049524,3.06471515671556,0.307585312425621,0.0964603418294369,0.604428329400685,0.210291918633728,0,37,1
