R100_2_Insecta_Coleoptera_Cerambycidae_Leptura_Leptura_obliterata_BOLD_AAG5563;size=14703	R2432_16_Insecta_Coleoptera_Cerambycidae_Leptura_sp_BOLD_AAG5563;size=12	94.5
R100_2_Insecta_Coleoptera_Cerambycidae_Leptura_Leptura_obliterata_BOLD_AAG5563;size=14703	R3691_4_Insecta_Coleoptera_Oedemeridae_Nacerdes_sp_BOLD_ACA8932;size=303	87.3
R100_2_Insecta_Coleoptera_Cerambycidae_Leptura_Leptura_obliterata_BOLD_AAG5563;size=14703	R2967_29_Insecta_Coleoptera_Cleridae_Enoclerus_NA_BOLD_AAG5716;size=207	85.6
R100_2_Insecta_Coleoptera_Cerambycidae_Leptura_Leptura_obliterata_BOLD_AAG5563;size=14703	R2061_14_Insecta_Coleoptera_Melyridae_Dasyrhadus_sp_BOLD_ACX2918;size=5	85.4
R100_2_Insecta_Coleoptera_Cerambycidae_Leptura_Leptura_obliterata_BOLD_AAG5563;size=14703	R1101_Insecta_Coleoptera_Cerambycidae_Pidonia_Pidonia_scripta_BOLD_AAD6095;size=66	85.2
R100_2_Insecta_Coleoptera_Cerambycidae_Leptura_Leptura_obliterata_BOLD_AAG5563;size=14703	R2216_97_Insecta_Coleoptera_NA_NA_sp_BOLD_ACL4608;size=3	84.9
R921_6_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_alascensis_BOLD_AAE3820;size=26112	R1965_75_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_pensylvanica_BOLD_AAG8042;size=526	87.6
R921_6_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_alascensis_BOLD_AAE3820;size=26112	R1535_6_Insecta_Hymenoptera_Vespidae_Eumenes_Eumenes_consobrinus_BOLD_AAG9053;size=2148	86.4
R921_6_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_alascensis_BOLD_AAE3820;size=26112	R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	86.1
R921_6_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_alascensis_BOLD_AAE3820;size=26112	R53_14_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_adulterina_BOLD_AAI6347;size=422	86.1
R921_6_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_alascensis_BOLD_AAE3820;size=26112	R864_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_norvegicoides_BOLD_AAB9565;size=14844	85.4
R921_6_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_alascensis_BOLD_AAE3820;size=26112	R2233_32_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_austriaca_BOLD_AAG9054;size=16	85.4
R1_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_maculata_BOLD_AAB6388;size=104247	R53_14_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_adulterina_BOLD_AAI6347;size=422	86.4
R1_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_maculata_BOLD_AAB6388;size=104247	R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	86.1
R1_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_maculata_BOLD_AAB6388;size=104247	R864_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_norvegicoides_BOLD_AAB9565;size=14844	84.7
R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	R864_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_norvegicoides_BOLD_AAB9565;size=14844	95.7
R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	R53_14_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_adulterina_BOLD_AAI6347;size=422	95.0
R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	R1535_6_Insecta_Hymenoptera_Vespidae_Eumenes_Eumenes_consobrinus_BOLD_AAG9053;size=2148	86.6
R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	R1_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_maculata_BOLD_AAB6388;size=104247	86.1
R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	R921_6_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_alascensis_BOLD_AAE3820;size=26112	86.1
R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	R1965_75_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_pensylvanica_BOLD_AAG8042;size=526	86.1
R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	R2233_32_Insecta_Hymenoptera_Vespidae_Vespula_Vespula_austriaca_BOLD_AAG9054;size=16	85.6
R864_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_norvegicoides_BOLD_AAB9565;size=14844	R1032_Insecta_Hymenoptera_Vespidae_Dolichovespula_Dolichovespula_arenaria_BOLD_AAC0675;size=41572	95.7
